Module	Gene1	Gene2
M3	EPHA5	KCNG1
M3	EPHA5	IL1RAPL1
M3	EPHA5	DCST2
M3	EPHA5	SERPINE1
M3	EPHA5	CD84
M3	EPHA5	PTCD1
M3	EPHA5	PIGG
M3	EPHA5	F5
M3	EPHA5	CPS1
M3	EPHA5	ADCY2
M3	EPHA5	MLXIPL
M3	EPHA5	FAM60A
M3	EPHA5	WDR83OS
M3	EPHA5	AMPH
M3	EPHA5	GMPR2
M3	EPHA5	NAV1
M3	EPHA5	SRSF6
M3	EPHA5	ALDH18A1
M3	CDH7	ADA
M3	CDH7	KCNE2
M3	CDH7	SKAP1
M3	CDH7	PEX12
M3	CDH7	TBCB
M3	CDH7	NR2C2AP
M3	CDH7	GTF2B
M3	CDH7	DNMT1
M3	CDH7	RLBP1
M3	CDH7	SNRNP27
M3	CDH7	HNRNPL
M3	CDH7	TRHDE
M3	CDH7	MAPK8
M3	CDH7	RHEB
M3	CDH7	MICALL1
M3	CDH7	EXOSC3
M3	CDH7	ZCCHC11
M3	CDH7	DMPK
M3	CDH7	SKI
M3	CDH7	TESK1
M3	CDH7	EPN1
M3	CDH7	HPRT1
M3	CDH7	TRPV6
M3	CDH7	ABCD2
M3	CDH7	CRIPT
M3	CDH7	PTP4A1
M3	CDH7	HRK
M3	CDH7	NCBP2
M3	CDH7	CEP57
M3	CDH7	ELN
M3	CDH7	SYNPO2
M3	CDH7	PDIA6
M3	CDH7	FBXL18
M3	CDH7	MAP2
M3	CDH7	ACY3
M3	CDH7	DNAJB2
M3	CDH7	GRIN2D
M3	CDH7	INCA1
M3	CDH7	NDUFAF7
M3	CDH7	FAM3A
M3	CDH7	CBLB
M3	STUB1	SULT4A1
M3	DDX51	SYT1
M3	NDUFS1	CPNE7
M3	TRAPPC9	PCSK2
M3	NEFM	JOSD1
M3	NEFM	HPRT1
M3	NEFM	TAF1A
M3	NEFM	MPPED1
M3	NEFM	PTP4A1
M3	NEFM	KPNA5
M3	NEFM	F7
M3	NEFM	CCR4
M3	NEFM	XK
M3	NEFM	DRD1
M3	NEFM	TSGA10
M3	NEFM	SVIP
M3	NEFM	CABP4
M3	NEFM	BTBD2
M3	NEFM	GNA13
M3	NEFM	CPSF4
M3	NEFM	SLC7A5
M3	NEFM	ID4
M3	NEFM	EPS8L2
M3	NEFM	COMMD6
M3	NEFM	FTL
M3	NEFM	CARD11
M3	NEFM	MMP1
M3	NEFM	EGF
M3	NEFM	SYT9
M3	NEFM	IFT81
M3	NEFM	MTMR14
M3	NEFM	RPS6KA4
M3	NEFM	EMID1
M3	NEFM	ITM2B
M3	NEFM	SAP18
M3	NEFM	HDAC5
M3	NEFM	CD274
M3	NEFM	ELK4
M3	NEFM	SMARCA4
M3	NEFM	ASB8
M3	NEFM	FAM200A
M3	NEFM	DDX3Y
M3	NEFM	HMCN1
M3	NEFM	CFC1
M3	NEFM	AOX1
M3	NEFM	UPK1A
M3	NEFM	TWIST1
M3	NEFM	CCKBR
M3	NEFM	KIAA1598
M3	NEFM	KDM5D
M3	NEFM	CEP85
M3	NEFM	TNFRSF10B
M3	NEFM	LATS2
M3	NEFM	GFRA3
M3	NEFM	HBE1
M3	NEFM	MYO1E
M3	NEFM	MCM3
M3	NEFM	TOPAZ1
M3	NEFM	MICALCL
M3	NEFM	TP53INP1
M3	NEFM	DNAJC3
M3	NEFM	HRC
M3	NEFM	TRPC4AP
M3	NEFM	NDUFAB1
M3	NEFM	USP24
M3	NEFM	IBA57
M3	NEFM	ZC2HC1A
M3	NEFM	NKIRAS2
M3	NEFM	KIAA2022
M3	NEFM	HNF1A
M3	NEFM	BTAF1
M3	NEFM	GNAT1
M3	NEFM	ZMYND10
M3	NEFM	EDN1
M3	NEFM	TMEM106C
M3	NEFM	CASP6
M3	NEFM	DHX38
M3	NEFM	SNRPG
M3	NEFM	GALNT12
M3	NEFM	CDKN3
M3	NEFM	APBB1
M3	NEFM	HIST1H2AA
M3	NEFM	CEP135
M3	NEFM	MAK16
M3	NEFM	CILP2
M3	NEFM	C9orf142
M3	NEFM	CSNK2A2
M3	NEFM	NONO
M3	NEFM	MAT2A
M3	NEFM	ZNF22
M3	ZNF626	CAMSAP3
M3	NF2	SVOP
M3	AP3S1	PRDM8
M3	RPL10L	PRDM8
M3	TERT	GABRA4
M3	TERT	TRHDE
M3	TERT	FGF9
M3	TERT	CAMK1G
M3	TERT	SYNPR
M3	CTSH	CBLN1
M3	GABRA4	ARIH1
M3	GABRA4	LRRFIP2
M3	GABRA4	CIZ1
M3	GABRA4	PTP4A1
M3	GABRA4	DEF6
M3	GABRA4	CTDSP2
M3	GABRA4	KCTD5
M3	GABRA4	EVA1C
M3	GABRA4	KCNIP4
M3	GABRA4	FBLIM1
M3	GABRA4	HDAC8
M3	GABRA4	GID8
M3	GABRA4	NAP1L4
M3	GABRA4	CSPP1
M3	GABRA4	SUPT3H
M3	GABRA4	MRPS11
M3	GABRA4	XPNPEP3
M3	GABRA4	ASB12
M3	GABRA4	TP53AIP1
M3	GABRA4	PYDC1
M3	GABRA4	ETHE1
M3	GABRA4	CARD14
M3	GABRA4	NR5A1
M3	GABRA4	PCDHA11
M3	GABRA4	NHP2
M3	GABRA4	S100A3
M3	GABRA4	OSBPL10
M3	GABRA4	USP53
M3	GABRA4	SLITRK4
M3	GABRA4	PLLP
M3	GABRA4	EDA
M3	GABRA4	VAC14
M3	GABRA4	IL1RAPL1
M3	GABRA4	NPC1
M3	GABRA4	LCORL
M3	GABRA4	IER3IP1
M3	GABRA4	CABP1
M3	GABRA4	NLRP10
M3	GABRA4	HIST1H2AA
M3	GABRA4	NKX2-1
M3	GABRA4	GPR37
M3	GABRA4	HIATL1
M3	GABRA4	MED8
M3	GABRA4	ITPKA
M3	GABRA4	TMEM216
M3	GABRA4	EEFSEC
M3	GABRA4	GIMAP4
M3	GABRA4	UNC5B
M3	GABRA4	CYFIP2
M3	GABRA4	DKC1
M3	GABRA4	E4F1
M3	GABRA4	TAF4
M3	GABRA4	ERBB2IP
M3	GABRA4	SIGMAR1
M3	GABRA4	ABCA13
M3	GABRA4	INTS3
M3	GABRA4	APTX
M3	GABRA4	AKAP8L
M3	GABRA4	PEX5
M3	GABRA4	HSDL2
M3	GABRA4	RGS18
M3	GABRA4	FAM78A
M3	GABRA4	TCEB2
M3	GABRA4	ST5
M3	GABRA4	TSTD1
M3	GABRA4	SIK1
M3	GABRA4	LRRC69
M3	GABRA4	CPNE6
M3	GABRA4	OGN
M3	GABRA4	MDC1
M3	GABRA4	KLF5
M3	GABRA4	ZDHHC23
M3	GABRA4	THEM4
M3	GABRA4	USP1
M3	GABRA4	SLC17A1
M3	GABRA4	TACO1
M3	GABRA4	JPH2
M3	GABRA4	ZMYM1
M3	GABRA4	N4BP1
M3	GABRA4	MAML3
M3	GABRA4	CHMP7
M3	GABRA4	KDM4D
M3	GABRA4	FBXO42
M3	GABRA4	HSPB3
M3	GABRA4	EXOC7
M3	GABRA4	EIF3G
M3	GABRA4	PCDHA5
M3	GABRA4	INTS10
M3	GABRA4	CMIP
M3	STOML1	SVOP
M3	PTPN5	PLEKHG2
M3	PTPN5	MPPED1
M3	PTPN5	PTP4A1
M3	PTPN5	CCM2
M3	PTPN5	POLR3A
M3	PTPN5	BMPR1A
M3	PTPN5	CASP4
M3	PTPN5	FOLR3
M3	PTPN5	HSPA2
M3	PTPN5	PTPRN2
M3	PTPN5	AHCY
M3	PTPN5	AVPR1A
M3	PTPN5	GTF2F1
M3	PTPN5	TLX3
M3	PTPN5	MAPT
M3	PTPN5	CSTF3
M3	PTPN5	SIGLEC9
M3	PTPN5	KIAA2022
M3	PTPN5	GNAT3
M3	PTPN5	ANK3
M3	PTPN5	HCLS1
M3	PTPN5	NR5A1
M3	PTPN5	ZMYND10
M3	PTPN5	SLC44A3
M3	PTPN5	SLITRK4
M3	PTPN5	TMEM147
M3	PTPN5	EGFLAM
M3	PTPN5	ICMT
M3	PTPN5	TPH1
M3	PTPN5	LRRC47
M3	PTPN5	DLG2
M3	PTPN5	RND3
M3	PTPN5	PPARGC1B
M3	PTPN5	BIRC3
M3	PTPN5	PGGT1B
M3	PTPN5	APTX
M3	PTPN5	ZIC5
M3	PTPN5	KDM4D
M3	PTPN5	INTS10
M3	PTPN5	EFNA4
M3	PTPN5	KMT2C
M3	PTPN5	TIMM10B
M3	PTPN5	PPP1R16B
M3	PTPN5	UROC1
M3	PTPN5	GNL3
M3	PTPN5	SF3A2
M3	PTPN5	CEP57L1
M3	PTPN5	ARHGEF9
M3	PTPN5	BLOC1S3
M3	PTPN5	KCNB1
M3	PTPN5	TMEM230
M3	PTPN5	ZNF763
M3	PTPN5	PHF23
M3	PTPN5	AHNAK2
M3	PTPN5	MED26
M3	DHX33	RSPO4
M3	DHX33	SEZ6
M3	GNL1	PCDHA6
M3	CHRAC1	CHRM2
M3	SH3RF3	KHDRBS2
M3	SH3RF3	SH3GL2
M3	BIK	CBLN4
M3	TGFB1I1	IRS4
M3	TGFB1I1	SH3GL2
M3	TGFB1I1	CELF3
M3	TGFB1I1	CKMT1A
M3	TGFB1I1	GABRA5
M3	CCNY	SVOP
M3	CHRM2	DOCK9
M3	CHRM2	PTP4A1
M3	CHRM2	KNSTRN
M3	CHRM2	SERPINF1
M3	CHRM2	MTBP
M3	CHRM2	POLR3A
M3	CHRM2	RABIF
M3	CHRM2	RAB4A
M3	CHRM2	CAMSAP3
M3	CHRM2	ARNT
M3	CHRM2	FGF9
M3	CHRM2	TGFB2
M3	CHRM2	CLCA1
M3	CHRM2	HDAC8
M3	CHRM2	CARD11
M3	CHRM2	SPACA3
M3	CHRM2	SYT6
M3	CHRM2	UTS2
M3	CHRM2	ERI3
M3	CHRM2	PARD3
M3	CHRM2	VCY
M3	CHRM2	HCLS1
M3	CHRM2	TNFRSF9
M3	CHRM2	KRT5
M3	CHRM2	ALG8
M3	CHRM2	HLA-DMB
M3	CHRM2	FBXL3
M3	CHRM2	GAN
M3	CHRM2	PAG1
M3	CHRM2	OSBPL10
M3	CHRM2	BTG2
M3	CHRM2	EPSTI1
M3	CHRM2	POLR3K
M3	CHRM2	TMOD3
M3	CHRM2	P2RY11
M3	CHRM2	GABRA3
M3	CHRM2	SSTR2
M3	CHRM2	DHX57
M3	CHRM2	CLDN20
M3	CHRM2	TNFSF15
M3	CHRM2	CES3
M3	CHRM2	CEL
M3	CHRM2	TMEM102
M3	CHRM2	LALBA
M3	CHRM2	AVL9
M3	CHRM2	TPM3
M3	CHRM2	TAC3
M3	CHRM2	MELK
M3	CHRM2	CDK1
M3	CHRM2	MITF
M3	CHRM2	PDE6D
M3	CHRM2	PRKG2
M3	CHRM2	CARD9
M3	CHRM2	NUDCD1
M3	CHRM2	SUPT6H
M3	CHRM2	SKP2
M3	CHRM2	CTDSP1
M3	CHRM2	ITPKA
M3	CHRM2	TMEM216
M3	CHRM2	TAF4
M3	CHRM2	AGFG2
M3	CHRM2	INTS3
M3	CHRM2	ZNF414
M3	CHRM2	HSPB6
M3	CHRM2	KLF5
M3	CHRM2	HSPB3
M3	CHRM2	CEP57L1
M3	CHRM2	ZNF763
M3	CHRM2	DYNLRB2
M3	CHRM2	FGFBP1
M3	CHRM2	RASSF9
M3	CHRM2	ENOX2
M3	CHRM2	NPY5R
M3	CHRM2	NMT1
M3	CHRM2	WIZ
M3	CHRM2	DUSP13
M3	CHRM2	TTC4
M3	CHRM2	FASTKD5
M3	CHRM2	EFHC2
M3	CHRM2	ALOX12
M3	CHRM2	CDC123
M3	CHRM2	GPRIN2
M3	CHRM2	C1RL
M3	CHRM2	KLF9
M3	BUB1B	KHDRBS2
M3	BUB1B	RIMBP2
M3	BUB1B	PCDHA6
M3	SOX13	MPPED1
M3	BRCA2	CAMSAP3
M3	BRCA2	CBLN1
M3	PCNP	CPNE7
M3	ATP1A1	CAMK2A
M3	PRELP	PRDM8
M3	MTFR2	SULT4A1
M3	MTFR2	VWA5B2
M3	PLXNA1	SST
M3	PLXNA1	DDN
M3	EPHA7	KHDRBS2
M3	TRAPPC10	CELF3
M3	MPV17	PCDHA1
M3	CDK5	MAL2
M3	NEGR1	SVOP
M3	NEGR1	CBLN1
M3	RFWD2	MPPED1
M3	RFWD2	RSPO4
M3	KCNG2	CNTNAP4
M3	KCNG2	PTP4A1
M3	KCNG2	CCR4
M3	KCNG2	HNF1A
M3	KCNG2	MAST4
M3	KCNG2	UNC93B1
M3	KCNG2	CPN1
M3	KCNG2	SLCO2A1
M3	KCNG2	CCDC181
M3	KCNG2	NME5
M3	KCNG2	KREMEN2
M3	KCNG2	NUP205
M3	KCNG2	PABPN1L
M3	KCNG2	TNFSF15
M3	KCNG2	FBXW4
M3	KCNG2	NACC2
M3	CACNA1B	KIF15
M3	CACNA1B	PTP4A1
M3	CACNA1B	LARP1
M3	CACNA1B	DMXL2
M3	CACNA1B	MEGF8
M3	CACNA1B	ITM2B
M3	CACNA1B	RNF135
M3	CACNA1B	LMTK2
M3	CACNA1B	SEMA5B
M3	CACNA1B	SLC5A1
M3	CACNA1B	NPAS2
M3	CACNA1B	TPH1
M3	CACNA1B	ENPP2
M3	CACNA1B	BUB1
M3	CACNA1B	MYL2
M3	CACNA1B	ZBTB6
M3	CACNA1B	ZBTB37
M3	CACNA1B	SEC24A
M3	CACNA1B	TRPC1
M3	CACNA1B	ENOX1
M3	CACNA1B	UBR1
M3	CACNA1B	EGR1
M3	CACNA1B	SNX31
M3	EFNA1	VWA5B2
M3	TFIP11	SYT1
M3	TFIP11	ELAVL2
M3	RPS7	RIMBP2
M3	AJUBA	KHDRBS2
M3	AJUBA	CAMK2A
M3	AJUBA	IRS4
M3	RPS21	RSPO4
M3	YIPF6	RIMBP2
M3	GTF2E1	KHDRBS2
M3	GTF2E1	CHGA
M3	GTF2E1	FGF9
M3	GTF2E1	NAP1L2
M3	ZNF101	PRDM8
M3	STAB1	SULT4A1
M3	SPATC1	CALB1
M3	SPATC1	KHDRBS2
M3	PHLPP2	CPNE7
M3	GRIK1	RIMBP2
M3	GRIK1	CELF5
M3	EPOR	RSPO4
M3	DNAJC11	TBX5
M3	DNAJC11	CDK5R2
M3	DNAJC11	CBLN1
M3	RPL38	DRD1
M3	RPL38	IRS4
M3	MAFK	CRHR1
M3	WDR62	CBLN1
M3	TAL1	PDYN
M3	ARIH1	CRH
M3	ARIH1	GRM7
M3	RPS12	RSPO4
M3	JOSD1	CELF5
M3	PIWIL2	TRHDE
M3	PIWIL2	SYT1
M3	PIWIL2	CDKL2
M3	PIWIL2	CHGB
M3	PPFIA2	MPPED1
M3	PPFIA2	ATP1A3
M3	DVL3	RSPO4
M3	DVL3	PRDM8
M3	DYRK1A	MPPED1
M3	DYRK1A	CBLN1
M3	SPRED2	SULT4A1
M3	SPRED2	GABRB1
M3	STX12	MPPED1
M3	SIGLEC8	GRIN2B
M3	RNF39	RGS8
M3	TNFRSF10D	RIMBP2
M3	ID2	RSPO4
M3	ID2	CDK5R2
M3	ID2	CHGB
M3	PTPRN	EAF2
M3	PTPRN	KLHL24
M3	PTPRN	TSG101
M3	PTPRN	GRIN2A
M3	PTPRN	SGCA
M3	PTPRN	ERBB2
M3	PTPRN	PTP4A1
M3	PTPRN	GMPS
M3	PTPRN	LMO7
M3	PTPRN	RARS
M3	PTPRN	MS4A1
M3	PTPRN	COL4A2
M3	PTPRN	CNRIP1
M3	PTPRN	WDR36
M3	PTPRN	ENG
M3	PTPRN	YIPF4
M3	PTPRN	TFF3
M3	PTPRN	DDIT4L
M3	PTPRN	MALL
M3	PTPRN	TLK2
M3	PTPRN	KCNIP4
M3	PTPRN	POLR3A
M3	PTPRN	KIF1C
M3	PTPRN	DYNC2H1
M3	PTPRN	TAGLN
M3	PTPRN	DNM1
M3	PTPRN	FOLR3
M3	PTPRN	GATA3
M3	PTPRN	USP14
M3	PTPRN	DCAF5
M3	PTPRN	PLG
M3	PTPRN	UCN3
M3	PTPRN	ARID4B
M3	PTPRN	SFTPC
M3	PTPRN	STX16
M3	PTPRN	PAEP
M3	PTPRN	EPS8L2
M3	PTPRN	IFT81
M3	PTPRN	ACTN2
M3	PTPRN	LONRF2
M3	PTPRN	CKMT1A
M3	PTPRN	ABHD11
M3	PTPRN	AP3M2
M3	PTPRN	TBCK
M3	PTPRN	CCDC84
M3	PTPRN	FAM3A
M3	PTPRN	DVL2
M3	PTPRN	USP21
M3	PTPRN	AP2S1
M3	PTPRN	PLIN2
M3	PTPRN	PRMT3
M3	PTPRN	MRPS16
M3	PTPRN	TIGD4
M3	PTPRN	NXPE4
M3	PTPRN	UTS2
M3	PTPRN	PCDHB7
M3	PTPRN	CDH2
M3	PTPRN	IGFBP7
M3	PTPRN	ROS1
M3	PTPRN	HOXC9
M3	PTPRN	ZNF528
M3	PTPRN	ELAVL3
M3	PTPRN	RPS15
M3	PTPRN	FAM46B
M3	PTPRN	WDR60
M3	PTPRN	GLI3
M3	PTPRN	ROCK1
M3	PTPRN	IFNAR2
M3	PTPRN	SLC9A3R2
M3	PTPRN	TNFRSF9
M3	PTPRN	RNF169
M3	PTPRN	ALG8
M3	PTPRN	METTL2A
M3	PTPRN	SMC5
M3	PTPRN	CSDC2
M3	PTPRN	TNFSF15
M3	PTPRN	SHMT2
M3	PTPRN	FMO3
M3	PTPRN	NACC2
M3	PTPRN	MT1H
M3	PTPRN	RNF11
M3	PTPRN	ARID5B
M3	PTPRN	UBQLN2
M3	PTPRN	IRGQ
M3	PTPRN	HSPB3
M3	PTPRN	ANAPC4
M3	PTPRN	LGALS4
M3	PTPRN	KRT25
M3	PTPRN	RS1
M3	PTPRN	SERPINI2
M3	PTPRN	MYOZ1
M3	PTPRN	GGA1
M3	PTPRN	TOLLIP
M3	PTPRN	FLRT2
M3	CASP3	MPPED1
M3	CASP3	NAP1L2
M3	MBD2	DDN
M3	NEK1	RIMBP2
M3	PRDX5	GRIN2B
M3	PRDX5	NAP1L2
M3	GPR12	ARHGAP17
M3	GPR12	RLBP1
M3	GPR12	BMPR1B
M3	GPR12	PTP4A1
M3	GPR12	BMPR1A
M3	GPR12	CCR4
M3	GPR12	PRKD2
M3	GPR12	CLEC17A
M3	GPR12	PSMC6
M3	GPR12	SH3GL2
M3	GPR12	HLA-A
M3	GPR12	CUL2
M3	GPR12	PHACTR2
M3	GPR12	ZNF106
M3	GPR12	ORC6
M3	GPR12	CCNB3
M3	GPR12	ZBTB17
M3	GPR12	TOM1L2
M3	GPR12	HHLA3
M3	GPR12	MAST4
M3	GPR12	PXDNL
M3	GPR12	CBFA2T2
M3	GPR12	TNC
M3	GPR12	ZNHIT6
M3	GPR12	SH3GLB2
M3	GPR12	MRPS34
M3	GPR12	PDE12
M3	GPR12	VCY
M3	GPR12	GNAT1
M3	GPR12	FKBPL
M3	GPR12	BCHE
M3	GPR12	ALG8
M3	GPR12	PRAMEF16
M3	GPR12	PLEKHH3
M3	GPR12	SMOC1
M3	GPR12	DMBT1
M3	GPR12	TPTE2
M3	GPR12	TRIM37
M3	GPR12	CNPPD1
M3	GPR12	TUB
M3	GPR12	ODC1
M3	GPR12	YWHAG
M3	GPR12	ZNF8
M3	GPR12	MRPL20
M3	GPR12	EGFLAM
M3	GPR12	CENPI
M3	GPR12	USP29
M3	GPR12	PDGFRB
M3	GPR12	ITPR2
M3	GPR12	PARD6B
M3	GPR12	SNAPC5
M3	GPR12	FAM184A
M3	GPR12	PDE1C
M3	GPR12	BIRC3
M3	GPR12	SEC24A
M3	GPR12	EGR1
M3	GPR12	MAK16
M3	GPR12	HIST1H2AK
M3	GPR12	MITF
M3	GPR12	CDYL2
M3	GPR12	CEP63
M3	GPR12	PLB1
M3	GPR12	WDR18
M3	GPR12	ZNF175
M3	GPR12	SNX1
M3	GPR12	VAV1
M3	GPR12	MDH2
M3	GPR12	AMICA1
M3	GPR12	SLC6A17
M3	GPR12	LIMD2
M3	GPR12	ZNF624
M3	GPR12	ZNF420
M3	GPR12	GZMB
M3	GPR12	PLXNC1
M3	GPR12	KLF15
M3	WBP5	GRIN2A
M3	WBP5	MPPED1
M3	WBP5	NAP1L2
M3	EYA2	NPTX1
M3	EYA2	IRS4
M3	ARL6IP5	RIMBP2
M3	GRM1	LARP1
M3	GRM1	FZD8
M3	GRM1	RPL35A
M3	GRM1	CSNK1G1
M3	GRM1	RAB11FIP5
M3	GRM1	RGL4
M3	GRM1	SIGLEC9
M3	GRM1	CCDC14
M3	GRM1	CDH2
M3	GRM1	IGFBP7
M3	GRM1	ROS1
M3	GRM1	HOXC9
M3	GRM1	USP2
M3	GRM1	MKL2
M3	GRM1	GAR1
M3	GRM1	XPNPEP3
M3	GRM1	KIF17
M3	GRM1	PPP6C
M3	GRM1	IPO4
M3	GRM1	MIA2
M3	GRM1	TRIP12
M3	GRM1	HIST2H4A
M3	GRM1	CLDN10
M3	GRM1	ELAVL3
M3	GRM1	MAST4
M3	GRM1	CCDC13
M3	GRM1	ABCF1
M3	GRM1	MATN3
M3	GRM1	DGKD
M3	GRM1	ANKHD1
M3	GRM1	MARCH9
M3	GRM1	PPEF2
M3	GRM1	ANKRD24
M3	GRM1	UTP20
M3	GRM1	HIST1H3A
M3	M6PR	CAMK2A
M3	SMTN	SYT1
M3	SMTN	CDKL2
M3	KPNA3	KHDRBS2
M3	KPNA3	NAP1L2
M3	HAO2	SVOP
M3	HAO2	SST
M3	HAO2	PNOC
M3	HAO2	KCNJ4
M3	HAO2	NAP1L2
M3	LAMTOR5	RIMBP2
M3	NR2C2AP	SST
M3	NR2C2AP	CHGB
M3	ZNHIT3	GRIN2B
M3	MTOR	MPPED1
M3	CRH	REV1
M3	CRH	ZFP91
M3	CRH	DMPK
M3	CRH	PTP4A1
M3	CRH	RAB5B
M3	CRH	SNRPB2
M3	CRH	ZCWPW1
M3	CRH	RHOT1
M3	CRH	NUFIP2
M3	CRH	PDLIM4
M3	CRH	PSMC4
M3	CRH	CACNB3
M3	CRH	NAIP
M3	CALB1	ATP6AP1
M3	CALB1	RIMS4
M3	CALB1	CSRP3
M3	CALB1	PTP4A1
M3	CALB1	DDX58
M3	CALB1	DEF6
M3	CALB1	FBN1
M3	CALB1	RAB5B
M3	CALB1	ASXL2
M3	CALB1	WDR36
M3	CALB1	SLAIN2
M3	CALB1	SPTLC2
M3	CALB1	SLC11A2
M3	CALB1	MAP3K2
M3	CALB1	IFIT5
M3	CALB1	TNKS2
M3	CALB1	FCN2
M3	CALB1	PSMD3
M3	CALB1	PPP1R9B
M3	CALB1	SDCCAG8
M3	CALB1	PTPRK
M3	CALB1	EDAR
M3	CALB1	FBLIM1
M3	CALB1	RAB13
M3	CALB1	DCAF17
M3	CALB1	LNPEP
M3	CALB1	FARP2
M3	CALB1	MAPKAP1
M3	CALB1	SLC2A5
M3	CALB1	UTS2
M3	CALB1	PCDHB7
M3	CALB1	ROS1
M3	CALB1	IPO4
M3	CALB1	HIST2H4A
M3	CALB1	UHRF1BP1
M3	CALB1	ZNF528
M3	CALB1	WWP2
M3	CALB1	PCDH7
M3	CALB1	SMCP
M3	CALB1	ERI3
M3	CALB1	GLIPR2
M3	CALB1	MNAT1
M3	CALB1	DNAJC21
M3	CALB1	RASGRP3
M3	CALB1	MAFB
M3	CALB1	ZNF33B
M3	CALB1	GTF2H3
M3	CALB1	TCEA3
M3	CALB1	MYLK
M3	CALB1	WIPF1
M3	CALB1	ING3
M3	CALB1	AMPD2
M3	CALB1	SNX10
M3	CALB1	SIMC1
M3	CALB1	OSTC
M3	CALB1	SPTLC1
M3	CALB1	KCNJ11
M3	CALB1	BMI1
M3	CALB1	CACNA1H
M3	CALB1	KNOP1
M3	CALB1	KRT2
M3	CALB1	OSM
M3	CALB1	NR5A1
M3	CALB1	TRAIP
M3	CALB1	ATP2B2
M3	CALB1	RBKS
M3	CALB1	ATP6V1C1
M3	CALB1	WDR53
M3	CALB1	C11orf54
M3	CALB1	CPSF1
M3	CALB1	OPA1
M3	CALB1	SATB1
M3	CALB1	ANXA2
M3	CALB1	RPS6KA3
M3	CALB1	PTPN3
M3	CALB1	ANXA5
M3	CALB1	THPO
M3	CALB1	TIMM17A
M3	CALB1	TMEM216
M3	CALB1	DKC1
M3	CALB1	INTS3
M3	CALB1	AHNAK2
M3	CALB1	TAF1B
M3	CALB1	YLPM1
M3	CALB1	TF
M3	CALB1	ZNHIT2
M3	PSD3	RSPO4
M3	TFAP2A	RSPO4
M3	ATP13A1	MPPED1
M3	ATP13A1	RSPO4
M3	KRT12	RIMBP2
M3	KRT12	PNOC
M3	TDGF1	TRHDE
M3	PPP2R5A	CPNE7
M3	SNRPE	CAMK2A
M3	ZMYM3	LIN28B
M3	ZNF224	PDYN
M3	ATP6AP1	TRHDE
M3	ATP6AP1	MPPED1
M3	PSMC3IP	SVOP
M3	PSMC3IP	SST
M3	DNAJA3	MPPED1
M3	DNAJA3	GRIN2B
M3	DNAJA3	CPNE7
M3	PBK	CPNE7
M3	PBK	NAP1L2
M3	NES	CBLN1
M3	ARHGAP17	MPPED1
M3	ARHGAP17	LIN28B
M3	RLBP1	CXCL5
M3	RLBP1	MPPED1
M3	BOP1	GRIN2B
M3	CSF2	RIMBP2
M3	SVOP	POLR1D
M3	SVOP	IL3
M3	SVOP	FABP1
M3	SVOP	TRPV6
M3	SVOP	AGRN
M3	SVOP	FGF8
M3	SVOP	UBE2Q1
M3	SVOP	KLHDC9
M3	SVOP	CTBS
M3	SVOP	MPPED1
M3	SVOP	PTP4A1
M3	SVOP	LBH
M3	SVOP	NEIL1
M3	SVOP	ENG
M3	SVOP	CNOT6
M3	SVOP	CNEP1R1
M3	SVOP	UTY
M3	SVOP	POF1B
M3	SVOP	IL1RAP
M3	SVOP	FOLR3
M3	SVOP	USP14
M3	SVOP	HSPA2
M3	SVOP	KLK1
M3	SVOP	PLG
M3	SVOP	TM9SF1
M3	SVOP	PRKACG
M3	SVOP	SATB2
M3	SVOP	LMTK2
M3	SVOP	ELF5
M3	SVOP	SDC3
M3	SVOP	ARFGAP2
M3	SVOP	DOCK5
M3	SVOP	KIF22
M3	SVOP	STRADB
M3	SVOP	TMEM44
M3	SVOP	TOM1L2
M3	SVOP	CLDN15
M3	SVOP	EXOSC9
M3	SVOP	TTC37
M3	SVOP	TIMP2
M3	SVOP	CHMP2B
M3	SVOP	ZNF133
M3	SVOP	TTYH1
M3	SVOP	TRIM5
M3	SVOP	PROP1
M3	SVOP	PANX2
M3	SVOP	MAST4
M3	SVOP	ME3
M3	SVOP	ABCF1
M3	SVOP	C9orf24
M3	SVOP	FMO3
M3	SVOP	PDE1C
M3	SVOP	DHX15
M3	SVOP	ZNF433
M3	SVOP	CTNNA1
M3	SVOP	MRPS22
M3	SVOP	TCTN3
M3	SVOP	TMA7
M3	SVOP	DYNC2LI1
M3	SVOP	CISH
M3	SVOP	TAS2R13
M3	TFDP2	GRIN2B
M3	SNRNP27	CDK5R2
M3	SNRNP27	CKMT1A
M3	ZFP36	MPPED1
M3	ZFP36	RSPO4
M3	APOA4	PRKCG
M3	DNAJB9	VWA5B2
M3	DNAJB9	PDE1A
M3	HNRNPL	CACNA2D3
M3	ATP5F1	GNG3
M3	ATP5F1	SYT1
M3	ATP5F1	ADRA2C
M3	ATP5F1	SYNPR
M3	RXRB	CHGB
M3	PIP5K1B	MICALL1
M3	PIP5K1B	WDR12
M3	PIP5K1B	BTLA
M3	PIP5K1B	SMARCE1
M3	PIP5K1B	RIMBP2
M3	PIP5K1B	BARD1
M3	PIP5K1B	MATK
M3	PIP5K1B	HRK
M3	PIP5K1B	TNFRSF17
M3	PIP5K1B	HMGCR
M3	PIP5K1B	SEC13
M3	PIP5K1B	PSD
M3	PIP5K1B	KLK13
M3	PIP5K1B	LMAN2
M3	PIP5K1B	RAD9B
