Module	Gene1	Gene2
M3	GRIN2A	PARPBP
M3	GRIN2A	KIAA0087
M3	ARHGEF5	CACNG3
M3	POU1F1	CELF3
M3	POU1F1	GABRA5
M3	MED25	CPNE7
M3	MED25	ATP2B3
M3	CLCN3	NPTX1
M3	CLCN3	CAMSAP3
M3	CLCN3	ST6GALNAC5
M3	CLCN3	ATP2B3
M3	CLCN3	TCERG1L
M3	EPN1	ACTL6B
M3	EPN1	GRIN2B
M3	EPN1	ST6GALNAC5
M3	EPN1	ATP2B3
M3	SNTA1	CHGB
M3	SNTA1	ZNF385B
M3	CNTNAP4	CACNG3
M3	HPRT1	DLGAP3
M3	HPRT1	CAMSAP3
M3	HPRT1	IRS4
M3	HPRT1	CBLN1
M3	HPRT1	CPNE7
M3	HPRT1	ST6GALNAC5
M3	HPRT1	ATP2B3
M3	HPRT1	NAP1L2
M3	HPRT1	FGF5
M3	HPRT1	PDE1A
M3	ANKRD27	NAP1L2
M3	RFXAP	GNG3
M3	RFXAP	VWA5B2
M3	RFXAP	CACNG3
M3	RFXAP	ST6GALNAC5
M3	RFXAP	ATP2B3
M3	RFXAP	NAP1L2
M3	TCF21	PRDM8
M3	TCF21	ST6GALNAC5
M3	CCDC42	SPESP1
M3	CCDC42	CACNG3
M3	CCDC42	ST6GALNAC5
M3	CCDC42	ATP2B3
M3	CCDC42	NAP1L2
M3	DET1	CPNE7
M3	DET1	ATP2B3
M3	F10	TCERG1L
M3	MARK1	RSPO4
M3	MARK1	CDK5R2
M3	MARK1	SLC13A5
M3	ATG16L1	MPPED1
M3	ATG16L1	GRIN2B
M3	CLSTN1	PRKCG
M3	CLSTN1	SULT4A1
M3	MYH14	ST6GALNAC5
M3	FAIM2	NAP1L2
M3	ERAS	ST6GALNAC5
M3	ERAS	ATP2B3
M3	CD79A	ATP2B3
M3	LDB1	MPPED1
M3	HOXB6	NAP1L2
M3	PFN2	IRS4
M3	PFN2	NAP1L2
M3	PFN2	TCERG1L
M3	TOPBP1	MPPED1
M3	TOPBP1	RIMBP2
M3	TOPBP1	ATP2B3
M3	UBE2L6	RIMBP2
M3	UBE2L6	ST6GALNAC5
M3	UBE2L6	ATP2B3
M3	UBE2L6	CACNA2D3
M3	BTLA	CKMT1A
M3	SGCA	RIMBP2
M3	SGCA	ST6GALNAC5
M3	CXCL5	PTP4A1
M3	CXCL5	HHEX
M3	CXCL5	ELAVL3
M3	CXCL5	BZW2
M3	CXCL5	SNRPD2
M3	CXCL5	AK3
M3	CXCL5	PDCD2
M3	CXCL5	PTPN6
M3	CXCL5	MSX2
M3	CXCL5	EPHA8
M3	CXCL5	BCL10
M3	CXCL5	IARS2
M3	CXCL5	ADSSL1
M3	CXCL5	RLTPR
M3	CXCL5	CHUK
M3	CXCL5	ATP6V0C
M3	CXCL5	WDR37
M3	CXCL5	MYSM1
M3	CXCL5	DAPP1
M3	CXCL5	XAF1
M3	CXCL5	EXOC5
M3	CXCL5	DOK4
M3	PSMB3	RIMBP2
M3	PSMB3	GRM7
M3	PSMB3	PRDM8
M3	NELFE	MPPED1
M3	HIST1H3J	GRM7
M3	HIST1H3J	ST6GALNAC5
M3	HIST1H3J	ATP2B3
M3	SEMG1	GRM7
M3	SEMG1	ST6GALNAC5
M3	SEMG1	ZMAT4
M3	AGRN	SYT4
M3	AGRN	IRS4
M3	AGRN	CAMK1G
M3	AGRN	VWA5B2
M3	AGRN	NAP1L2
M3	ADAP1	ATP1A3
M3	ADAP1	C11orf87
M3	PPP1R2	SHANK1
M3	SEL1L	ST6GALNAC5
M3	SEL1L	ATP2B3
M3	PPP2R3B	GRM7
M3	PPP2R3B	NPTX1
M3	PPP2R3B	PCP4
M3	IGFALS	MPPED1
M3	IGFALS	NPTX1
M3	IGFALS	LIN28B
M3	IGFALS	CKMT1A
M3	IGFALS	ST6GALNAC5
M3	SMARCE1	IRS4
M3	SMARCE1	SPESP1
M3	SMARCE1	ELAVL2
M3	SMARCE1	ST6GALNAC5
M3	SMARCE1	ATP2B3
M3	SMARCE1	NAP1L2
M3	ADRB2	GRM7
M3	ADRB2	NPTX1
M3	ADRB2	GRIN1
M3	ADRB2	CAMSAP3
M3	ADRB2	PCDH8
M3	ADRB2	PCP4
M3	C16orf70	GRIN2B
M3	PCBP1	GABRB1
M3	PCBP1	NAP1L2
M3	PCBP1	BRINP1
M3	TIPIN	CAMSAP3
M3	TIPIN	CHGB
M3	TIPIN	ATP2B3
M3	SLC31A1	GRM7
M3	NEU1	RIMBP2
M3	NEU1	GRM7
M3	NEU1	RSPO4
M3	NEU1	ATP2B3
M3	OSR1	PRDM8
M3	BCAP29	CAMK1G
M3	BCAP29	VWA5B2
M3	BCAP29	CAMKV
M3	NPNT	MPPED1
M3	A1BG	RIMBP2
M3	A1BG	GRM7
M3	A1BG	KCNA1
M3	A1BG	CDK5R2
M3	A1BG	ST6GALNAC5
M3	A1BG	CACNA2D3
M3	A1BG	PDE1A
M3	IRF2BPL	CACNG3
M3	IRF2BPL	NAP1L2
M3	CRIPT	ABCC12
M3	AP1G2	NPTX1
M3	AP1G2	KCNJ4
M3	AP1G2	CKMT1A
M3	AP1G2	ST6GALNAC5
M3	CHD1	RGS8
M3	KISS1R	PRDM8
M3	KISS1R	PCP4
M3	ERBB2	VWA5B2
M3	ERBB2	ST6GALNAC5
M3	ERBB2	CACNA2D3
M3	ERBB2	TCERG1L
M3	TAF1A	GABRB1
M3	HIPK3	PRDM8
M3	HIPK3	ATP2B3
M3	HIPK3	PDE1A
M3	MLF1IP	SH3GL2
M3	WDR26	KCNJ4
M3	WDR26	ST6GALNAC5
M3	WDR26	PDE1A
M3	CORO7	SYT4
M3	CORO7	PCP4
M3	MYO5A	GRM7
M3	MYO5A	ICAM5
M3	MYO5A	ADRA2C
M3	AHRR	GRM7
M3	AHRR	ICAM5
M3	AHRR	CAMSAP3
M3	AHRR	CLEC2L
M3	AHRR	SPHKAP
M3	AHRR	ST6GALNAC5
M3	AHRR	TCERG1L
M3	AHRR	MYT1L
M3	MSRB1	HRK
M3	MSRB1	GRM7
M3	MSRB1	GRIN1
M3	MSRB1	DLGAP2
M3	MSRB1	CBLN1
M3	MSRB1	TCERG1L
M3	MSRB1	PCP4
M3	TLE4	RSPO4
M3	TLE4	TBX5
M3	TLE4	NAP1L2
M3	TLE4	ZNF385B
M3	TLE4	PCP4
M3	FGF8	GDF6
M3	FGF8	CACNG3
M3	FGF8	NAP1L2
M3	FGF8	MYT1L
M3	SLC30A3	PTP4A1
M3	SLC30A3	FBL
M3	SLC30A3	MIEF2
M3	SLC30A3	SERPINB8
M3	SLC30A3	GJD4
M3	SLC30A3	ANKZF1
M3	SLC30A3	AAMDC
M3	HOXA10	SYT4
M3	HOXA10	KCNA1
M3	HOXA10	NAP1L2
M3	HOXA10	PENK
M3	SLC1A1	SST
M3	SLC1A1	CACNA2D3
M3	SARNP	IRS4
M3	SARNP	CAMK1G
M3	SARNP	ST6GALNAC5
M3	UBE2Q1	ST6GALNAC5
M3	CIZ1	MPPED1
M3	TMED1	ICAM5
M3	TMED1	TBX5
M3	TMED1	IRS4
M3	TMED1	NAP1L2
M3	TMED1	MYT1L
M3	CEP76	GRIN2B
M3	CEP76	TCERG1L
M3	CBLL1	GRM7
M3	CBLL1	NPTX1
M3	CBLL1	ICAM5
M3	CBLL1	CAMSAP3
M3	CBLL1	CLEC2L
M3	CBLL1	ST6GALNAC5
M3	CBLL1	TCERG1L
M3	CBLL1	MYT1L
M3	NVL	CACNA2D3
M3	NVL	TCERG1L
M3	KLHDC9	GRM7
M3	KLHDC9	CAMSAP3
M3	KLHDC9	PRKCG
M3	KLHDC9	CLEC2L
M3	KLHDC9	CPNE7
M3	KLHDC9	CKMT1A
M3	KLHDC9	CHGB
M3	KLHDC9	CACNG3
M3	KLHDC9	ST6GALNAC5
M3	KLHDC9	ATP2B3
M3	KLHDC9	NAP1L2
M3	PRF1	NPTX1
M3	PRF1	SYT4
M3	PRF1	CACNG3
M3	PRF1	ST6GALNAC5
M3	PRF1	ATP2B3
M3	PRF1	NAP1L2
M3	PRF1	CALY
M3	VPS28	NPTX1
M3	VPS28	CHGB
M3	VPS28	CACNG3
M3	VPS28	ST6GALNAC5
M3	VPS28	ATP2B3
M3	VPS28	CACNA2D3
M3	TACC3	ICAM5
M3	TACC3	PRDM8
M3	C19orf25	NPTX1
M3	C19orf25	DIRAS2
M3	C19orf25	FGF9
M3	C19orf25	ST6GALNAC5
M3	CSRP3	GRM7
M3	CSRP3	SST
M3	CSRP3	SYT4
M3	CSRP3	SYT1
M3	CSRP3	PRKCG
M3	CSRP3	CAMK1G
M3	CSRP3	CACNG3
M3	CSRP3	ST6GALNAC5
M3	CSRP3	DOC2B
M3	CSRP3	ATP2B3
M3	CSRP3	NAP1L2
M3	CSRP3	CACNA2D3
M3	CSRP3	TAGLN3
M3	CDH3	RIMBP2
M3	CDH3	CACNG3
M3	CDH3	NAP1L2
M3	CTBS	RIMBP2
M3	CTBS	GRM7
M3	CTBS	GNG3
M3	CTBS	SST
M3	CTBS	CKMT1A
M3	CTBS	CACNG3
M3	CTBS	ST6GALNAC5
M3	CTBS	ATP2B3
M3	CTBS	NAP1L2
M3	CTBS	CACNA2D3
M3	CTBS	CALY
M3	CTBS	PDE1A
M3	MPZL1	DIRAS2
M3	MPPED1	CHCHD4
M3	MPPED1	PTP4A1
M3	MPPED1	RMDN1
M3	MPPED1	ZNF787
M3	MPPED1	LARP1
M3	MPPED1	TFDP1
M3	MPPED1	PDZD3
M3	MPPED1	ARL4A
M3	MPPED1	RPP21
M3	MPPED1	FZD8
M3	MPPED1	EXOC6
M3	MPPED1	ADAM22
M3	MPPED1	MED9
M3	MPPED1	RANBP1
M3	MPPED1	NCBP2
M3	MPPED1	RAB5B
M3	MPPED1	NR1D2
M3	MPPED1	ELOVL5
M3	MPPED1	RARS
M3	MPPED1	FIBP
M3	MPPED1	DNAJC5
M3	MPPED1	THRB
M3	MPPED1	RMND5A
M3	MPPED1	TFF3
M3	MPPED1	LDHAL6A
M3	MPPED1	CCNE2
M3	MPPED1	EEF1B2
M3	MPPED1	POLR2G
M3	MPPED1	EVA1C
M3	MPPED1	NEURL4
M3	MPPED1	PLTP
M3	MPPED1	MIPEP
M3	MPPED1	SERPINB1
M3	MPPED1	IMPDH1
M3	MPPED1	FAR1
M3	MPPED1	EDAR
M3	MPPED1	CTSG
M3	MPPED1	RPL26
M3	MPPED1	LIN37
M3	MPPED1	C18orf32
M3	MPPED1	FAM83G
M3	MPPED1	EPHA1
M3	MPPED1	UHMK1
M3	MPPED1	CNTFR
M3	MPPED1	SPICE1
M3	MPPED1	CCR4
M3	MPPED1	CEP97
M3	MPPED1	STAP2
M3	MPPED1	LMAN1
M3	MPPED1	PER1
M3	MPPED1	BIRC7
M3	MPPED1	VIP
M3	MPPED1	ANKS1A
M3	MPPED1	MT1F
M3	MPPED1	LIN28B
M3	MPPED1	UAP1
M3	MPPED1	SNUPN
M3	MPPED1	DEK
M3	MPPED1	UMOD
M3	MPPED1	FIGF
M3	MPPED1	CASP4
M3	MPPED1	RIC8A
M3	MPPED1	ETS2
M3	MPPED1	GATA3
M3	MPPED1	NR0B2
M3	MPPED1	TRIM56
M3	MPPED1	KCNJ4
M3	MPPED1	PSMC6
M3	MPPED1	CFP
M3	MPPED1	TDRD7
M3	MPPED1	BTF3
M3	MPPED1	LNPEP
M3	MPPED1	FARP2
M3	MPPED1	MAST2
M3	MPPED1	PLCB3
M3	MPPED1	HECTD1
M3	MPPED1	DIRAS2
M3	MPPED1	IRS4
M3	MPPED1	ELP5
M3	MPPED1	CHPF
M3	MPPED1	BACH2
M3	MPPED1	FBLN2
M3	MPPED1	HMGB2
M3	MPPED1	PAIP2B
M3	MPPED1	MMAA
M3	MPPED1	ZNF217
M3	MPPED1	MT1G
M3	MPPED1	TLX3
M3	MPPED1	MAP4K4
M3	MPPED1	LYL1
M3	MPPED1	GID8
M3	MPPED1	PSMA2
M3	MPPED1	USP4
M3	MPPED1	DERL2
M3	MPPED1	ART3
M3	MPPED1	CLEC2L
M3	MPPED1	ZBTB20
M3	MPPED1	TAGLN2
M3	MPPED1	TCEANC
M3	MPPED1	FUNDC2
M3	MPPED1	TOP2B
M3	MPPED1	PLA2G4D
M3	MPPED1	CLNS1A
M3	MPPED1	SIGLEC9
M3	MPPED1	TRAPPC11
M3	MPPED1	UCK2
M3	MPPED1	FTL
M3	MPPED1	SMOC2
M3	MPPED1	EGF
M3	MPPED1	BHLHE41
M3	MPPED1	KIAA0319
M3	MPPED1	TACC1
M3	MPPED1	HDHD3
M3	MPPED1	TRHR
M3	MPPED1	KCNA3
M3	MPPED1	FAM193B
M3	MPPED1	DOK6
M3	MPPED1	C6orf118
M3	MPPED1	EPS8
M3	MPPED1	LONRF2
M3	MPPED1	MROH6
M3	MPPED1	WT1
M3	MPPED1	PCOLCE
M3	MPPED1	CDC42EP1
M3	MPPED1	SATB2
M3	MPPED1	FAIM
M3	MPPED1	CCDC67
M3	MPPED1	HSP90AB1
M3	MPPED1	IFNGR2
M3	MPPED1	LCA5L
M3	MPPED1	METTL4
M3	MPPED1	CKMT1A
M3	MPPED1	FBXO43
M3	MPPED1	MRPS14
M3	MPPED1	NKIRAS2
M3	MPPED1	MRPS11
M3	MPPED1	GNAT3
M3	MPPED1	ANK3
M3	MPPED1	TIGD4
M3	MPPED1	PCDHB7
M3	MPPED1	CDH2
M3	MPPED1	IGFBP7
M3	MPPED1	HOXC9
M3	MPPED1	CCNB3
M3	MPPED1	GAR1
M3	MPPED1	XPNPEP3
M3	MPPED1	PPP6C
M3	MPPED1	TRIP12
M3	MPPED1	RHOT1
M3	MPPED1	ZNF528
M3	MPPED1	SMCP
M3	MPPED1	GLIPR2
M3	MPPED1	MNAT1
M3	MPPED1	TCEA3
M3	MPPED1	MYLK
M3	MPPED1	ING3
M3	MPPED1	CLDN15
M3	MPPED1	EXOSC9
M3	MPPED1	TTC37
M3	MPPED1	TIMP2
M3	MPPED1	TTYH1
M3	MPPED1	TRIM5
M3	MPPED1	C18orf25
M3	MPPED1	ANAPC13
M3	MPPED1	RBM15B
M3	MPPED1	MCCC2
M3	MPPED1	CDIPT
M3	MPPED1	LYPLAL1
M3	MPPED1	PANX2
M3	MPPED1	OTUD7A
M3	MPPED1	PKD1
M3	MPPED1	COQ7
M3	MPPED1	OR5A1
M3	MPPED1	PXMP4
M3	MPPED1	DIDO1
M3	MPPED1	SLC9A4
M3	MPPED1	CCT2
M3	MPPED1	MKI67IP
M3	MPPED1	RPP40
M3	MPPED1	OSTC
M3	MPPED1	METTL20
M3	MPPED1	APOBEC3F
M3	MPPED1	EPHB3
M3	MPPED1	DPF3
M3	MPPED1	POLDIP3
M3	MPPED1	WDR25
M3	MPPED1	CACNG3
M3	MPPED1	ST6GALNAC5
M3	MPPED1	ATP2B3
M3	MPPED1	GCN1L1
M3	MPPED1	CYP27A1
M3	MPPED1	PNKP
M3	MPPED1	PAGR1
M3	MPPED1	NAP1L2
M3	MPPED1	HSPA12A
M3	MPPED1	ASF1A
M3	MPPED1	MMP7
M3	MPPED1	NLRP12
M3	MPPED1	LUC7L
M3	MPPED1	TRIM35
M3	MPPED1	RSBN1L
M3	MPPED1	CRP
M3	MPPED1	HAUS7
M3	MPPED1	GUCA2B
M3	MPPED1	TMEM38A
M3	MPPED1	DNAJC28
M3	MPPED1	RBBP7
M3	MPPED1	ELAC2
M3	MPPED1	FOXL1
M3	MPPED1	PRMT6
M3	MPPED1	MRPL12
M3	MPPED1	MXD1
M3	MPPED1	PTPN6
M3	MPPED1	PSMC3
M3	MPPED1	MYLK4
M3	MPPED1	FAM107A
M3	MPPED1	PHLDB1
M3	MPPED1	IFI27
M3	MPPED1	APOPT1
M3	MPPED1	FPGS
M3	MPPED1	MAPK3
M3	MPPED1	METTL5
M3	MPPED1	UBE2I
M3	MPPED1	FAM156A
M3	MPPED1	HSF4
M3	MPPED1	CUL1
M3	MPPED1	MFSD5
M3	MPPED1	KCNJ11
M3	MPPED1	ULK3
M3	MPPED1	CRY2
M3	MPPED1	CASZ1
M3	MPPED1	ZNF320
M3	MPPED1	TNC
M3	MPPED1	SH3RF1
M3	MPPED1	NKX2-2
M3	MPPED1	JAM3
M3	MPPED1	CCNI
M3	MPPED1	CCBL1
M3	MPPED1	PPFIA4
M3	MPPED1	GAD1
M3	MPPED1	EMC10
M3	MPPED1	MYL6
M3	MPPED1	NRIP1
M3	MPPED1	SCO2
M3	MPPED1	FAM46B
M3	MPPED1	ZNHIT6
M3	MPPED1	EFNB2
M3	MPPED1	MUSK
M3	MPPED1	SIT1
M3	MPPED1	HTR2A
M3	MPPED1	BMP3
M3	MPPED1	IFIT1B
M3	MPPED1	ETS1
M3	MPPED1	GAA
M3	MPPED1	NET1
M3	MPPED1	ADAMTS9
M3	MPPED1	CDRT15
M3	MPPED1	FGA
M3	MPPED1	EDNRB
M3	MPPED1	EXOSC5
M3	MPPED1	ZNF594
M3	MPPED1	PTPN11
M3	MPPED1	THAP3
M3	MPPED1	HOMEZ
M3	MPPED1	OSGIN2
M3	MPPED1	RAB9A
M3	MPPED1	TSPYL5
M3	MPPED1	ZC3H13
M3	MPPED1	PRR12
M3	MPPED1	PARD3
M3	MPPED1	GUCY2F
M3	MPPED1	WDR60
M3	MPPED1	SPAST
M3	MPPED1	PPP1R36
M3	MPPED1	LONRF1
M3	MPPED1	HIST1H1E
M3	MPPED1	SIRT5
M3	MPPED1	GLI3
M3	MPPED1	NR5A2
M3	MPPED1	MAGEB1
M3	MPPED1	BMI1
M3	MPPED1	KRT18
M3	MPPED1	TSR3
M3	MPPED1	TESC
M3	MPPED1	LBR
M3	MPPED1	NMRAL1
M3	MPPED1	SELE
M3	MPPED1	LSM2
M3	MPPED1	NHLRC1
M3	MPPED1	PRR5
M3	MPPED1	SH3GLB2
M3	MPPED1	MRPS34
M3	MPPED1	MED13L
M3	MPPED1	CLK3
M3	MPPED1	APLNR
M3	MPPED1	NAA15
M3	MPPED1	C11orf30
M3	MPPED1	SERPINB2
M3	MPPED1	STX1A
M3	MPPED1	NT5C2
M3	MPPED1	TPGS1
M3	MPPED1	SERINC3
M3	MPPED1	STAMBP
M3	MPPED1	EBLN2
M3	MPPED1	TMEM259
M3	MPPED1	TMEM225
M3	MPPED1	HRH1
M3	MPPED1	ZNF827
M3	MPPED1	KLHL42
M3	MPPED1	MYBL1
M3	MPPED1	NDRG1
M3	MPPED1	CD1B
M3	MPPED1	MOB4
M3	MPPED1	C19orf12
M3	MPPED1	UPK2
M3	MPPED1	GPHN
M3	MPPED1	KLHL2
M3	MPPED1	RNASE3
M3	MPPED1	HGS
M3	MPPED1	PF4
M3	MPPED1	RHOBTB1
M3	MPPED1	CXCL11
M3	MPPED1	SLC7A4
M3	MPPED1	CERS2
M3	MPPED1	LARS
M3	MPPED1	BCL2L2
M3	MPPED1	USP18
M3	MPPED1	CENPT
M3	MPPED1	MATN1
M3	MPPED1	HMX3
M3	MPPED1	RNF213
M3	MPPED1	KRT7
M3	MPPED1	TUBB4B
M3	MPPED1	ACADSB
M3	MPPED1	NAA40
M3	MPPED1	CCDC23
M3	MPPED1	ITFG1
M3	MPPED1	DSCAML1
M3	MPPED1	TBC1D20
M3	MPPED1	TENM2
M3	MPPED1	ASNSD1
M3	MPPED1	KCTD1
M3	MPPED1	BRWD3
M3	MPPED1	PLA2G12A
M3	MPPED1	TSR2
M3	MPPED1	PKHD1
M3	MPPED1	FAM212A
M3	MPPED1	ACTL7B
M3	MPPED1	ALDH1A1
M3	MPPED1	TMX1
M3	MPPED1	SLC25A25
M3	MPPED1	SUCLG2
M3	MPPED1	RAPGEF6
M3	MPPED1	BNIP2
M3	MPPED1	AKAP13
M3	MPPED1	GALNT2
M3	MPPED1	CDK11B
M3	MPPED1	SHANK3
M3	MPPED1	ARRDC2
M3	MPPED1	TAS1R1
M3	MPPED1	HECTD3
M3	MPPED1	TAF9B
M3	MPPED1	NPL
M3	MPPED1	TPM1
M3	MPPED1	PNN
M3	MPPED1	FAM101A
M3	MPPED1	ASIC1
M3	MPPED1	ZNF816
M3	MPPED1	GABRB3
M3	MPPED1	VPS26B
M3	MPPED1	PRCP
M3	MPPED1	C9orf89
M3	MPPED1	EDEM1
M3	MPPED1	CAPN5
M3	MPPED1	KLB
M3	MPPED1	ORM1
M3	MPPED1	FASTKD2
M3	MPPED1	BMP4
M3	MPPED1	ME3
M3	MPPED1	TRIOBP
M3	MPPED1	DEPDC5
M3	MPPED1	DNASE1L2
M3	MPPED1	SH3GL3
M3	MPPED1	CUL3
M3	MPPED1	RCHY1
M3	MPPED1	TMEM106A
M3	MPPED1	PTCHD2
M3	MPPED1	PSTPIP2
M3	MPPED1	C2orf42
M3	MPPED1	KIF20B
M3	MPPED1	MAPK10
M3	MPPED1	ZNF330
M3	MPPED1	MRPL11
M3	MPPED1	ABCG4
M3	MPPED1	AKR1C1
M3	MPPED1	USP16
M3	MPPED1	TM9SF4
M3	MPPED1	DNLZ
M3	MPPED1	CCNL2
M3	MPPED1	ANKRD32
M3	MPPED1	ZFPM1
M3	MPPED1	CNIH4
M3	MPPED1	DERL1
M3	MPPED1	BOD1
M3	MPPED1	UPP1
M3	MPPED1	PLD6
M3	MPPED1	FLII
M3	MPPED1	STARD13
M3	MPPED1	ELSPBP1
M3	MPPED1	WISP1
M3	MPPED1	WNT5B
M3	MPPED1	TP53TG5
M3	MPPED1	C19orf54
M3	MPPED1	S1PR5
M3	MPPED1	C1GALT1C1
M3	MPPED1	ASIP
M3	MPPED1	KCNQ4
M3	MPPED1	SLC7A6OS
M3	MPPED1	ASB7
M3	MPPED1	RAB2B
M3	MPPED1	MIP
M3	MPPED1	RRP8
M3	MPPED1	FAM127C
M3	MPPED1	TET3
M3	MPPED1	TRMT10A
M3	MPPED1	AREL1
M3	MPPED1	SETD5
M3	MPPED1	TRAPPC1
M3	MPPED1	CCL13
M3	MPPED1	TRMT6
M3	MPPED1	SRRM1
M3	MPPED1	CILP
M3	MPPED1	DBT
M3	MPPED1	MAGEH1
M3	MPPED1	GCNT1
M3	MPPED1	AFAP1L2
M3	MPPED1	SMG6
M3	MPPED1	ATE1
M3	MPPED1	SLC22A17
M3	MPPED1	ENOPH1
M3	MPPED1	VTCN1
M3	MPPED1	CMTM6
M3	MPPED1	PTGES3
M3	MPPED1	ROCK1
M3	MPPED1	FOS
M3	MPPED1	CCDC155
M3	MPPED1	SLAMF1
M3	MPPED1	C14orf142
M3	MPPED1	ZNF195
M3	MPPED1	HIST1H2AJ
M3	MPPED1	ARMCX3
M3	MPPED1	NXPH1
M3	MPPED1	COL16A1
M3	MPPED1	CCDC158
M3	MPPED1	ZNF181
M3	MPPED1	FAM64A
M3	MPPED1	LIAS
M3	MPPED1	KIAA1407
M3	MPPED1	MICU1
M3	MPPED1	RBM4
M3	MPPED1	ST7L
M3	MPPED1	PTGS2
M3	MPPED1	MINPP1
M3	MPPED1	HSD11B1L
M3	MPPED1	RASAL3
M3	MPPED1	THBD
M3	MPPED1	ELOVL1
M3	MPPED1	PSTK
M3	MPPED1	EEF1E1
M3	MPPED1	SMYD5
M3	MPPED1	PAPPA
M3	MPPED1	ZNF226
M3	MPPED1	COG4
M3	MPPED1	SEMG2
M3	MPPED1	ZDHHC1
M3	MPPED1	TP53AIP1
M3	MPPED1	PLEKHA7
M3	MPPED1	RNF149
M3	MPPED1	APOA1
M3	MPPED1	TIMM22
M3	MPPED1	AGO2
M3	MPPED1	PSMB10
M3	MPPED1	VCPIP1
M3	MPPED1	G2E3
M3	MPPED1	ACTR6
M3	MPPED1	PPP6R2
M3	MPPED1	DENND1A
M3	MPPED1	RMI2
M3	MPPED1	AKT3
M3	MPPED1	RPGRIP1
M3	MPPED1	KRTAP3-3
M3	MPPED1	MLF2
M3	MPPED1	ACTL8
M3	MPPED1	S100G
M3	MPPED1	RABEPK
M3	MPPED1	CPN1
M3	MPPED1	TLR6
M3	MPPED1	HRASLS
M3	MPPED1	RPS6KB1
M3	MPPED1	LMBR1
M3	MPPED1	THEM6
M3	MPPED1	ZNF174
M3	MPPED1	SH2D3A
M3	MPPED1	SERPINA5
M3	MPPED1	RELL1
M3	MPPED1	MCTP2
M3	MPPED1	AGA
M3	MPPED1	SPINT1
M3	MPPED1	DNTTIP2
M3	MPPED1	NGF
M3	MPPED1	KIAA1217
M3	MPPED1	IPO5
M3	MPPED1	NMUR2
M3	MPPED1	KIAA1109
M3	MPPED1	ADAMTSL2
M3	MPPED1	PDE4B
M3	MPPED1	C1orf35
M3	MPPED1	KCNIP3
M3	MPPED1	TACR2
M3	MPPED1	PAIP1
M3	MPPED1	KBTBD11
M3	MPPED1	PRSS3
M3	MPPED1	MTNR1B
M3	MPPED1	DNAJC22
M3	MPPED1	RANGRF
M3	MPPED1	FAM110B
M3	MPPED1	RALGDS
M3	MPPED1	IL17F
M3	MPPED1	ARHGEF40
M3	MPPED1	VPS33A
M3	MPPED1	GNB2L1
M3	MPPED1	NUP188
M3	MPPED1	APOH
M3	MPPED1	ATP1B3
M3	MPPED1	TSEN2
M3	MPPED1	SPANXN3
M3	MPPED1	SAT2
M3	MPPED1	MALT1
M3	MPPED1	TXNDC5
M3	MPPED1	MOAP1
M3	MPPED1	SDCBP
M3	MPPED1	TAOK1
M3	MPPED1	CLGN
M3	MPPED1	PYDC1
M3	MPPED1	PITHD1
M3	MPPED1	TBCC
M3	MPPED1	TCN2
M3	MPPED1	ACACA
M3	MPPED1	HCLS1
M3	MPPED1	PLEKHB2
M3	MPPED1	EPB41
M3	MPPED1	WWOX
M3	MPPED1	GNAT1
M3	MPPED1	CD4
M3	MPPED1	SNX29
M3	MPPED1	ATAD3A
M3	MPPED1	SLC22A6
M3	MPPED1	XPO4
M3	MPPED1	THUMPD3
M3	MPPED1	DDHD2
M3	MPPED1	ARRDC3
M3	MPPED1	CLDN5
M3	MPPED1	ASB4
M3	MPPED1	MKI67
M3	MPPED1	IFNAR2
M3	MPPED1	PAXBP1
M3	MPPED1	CLDN18
M3	MPPED1	OC90
M3	MPPED1	ABHD5
M3	MPPED1	ZBTB25
M3	MPPED1	GRHL1
M3	MPPED1	CD40LG
M3	MPPED1	GPR182
M3	MPPED1	RBMXL2
M3	MPPED1	BLM
M3	MPPED1	ETV4
M3	MPPED1	ETHE1
M3	MPPED1	RAB11FIP1
M3	MPPED1	NEK6
M3	MPPED1	TRMT2B
M3	MPPED1	OSM
M3	MPPED1	LMO4
M3	MPPED1	CHRNA1
M3	MPPED1	TMEM177
M3	MPPED1	FKBPL
M3	MPPED1	SLC25A24
M3	MPPED1	LRIG3
M3	MPPED1	NDUFS5
M3	MPPED1	BCHE
M3	MPPED1	KIF6
M3	MPPED1	VTI1A
M3	MPPED1	DDX47
M3	MPPED1	SLC9A3R2
M3	MPPED1	FUBP3
M3	MPPED1	VHLL
M3	MPPED1	RHOH
M3	MPPED1	MOB3C
M3	MPPED1	MAP3K12
M3	MPPED1	SEMA5A
M3	MPPED1	BNC1
M3	MPPED1	LGMN
M3	MPPED1	PIH1D1
M3	MPPED1	NME7
M3	MPPED1	FBXL12
M3	MPPED1	SSX5
M3	MPPED1	MAP3K13
M3	MPPED1	HPX
M3	MPPED1	USP19
M3	MPPED1	CACNA1E
M3	MPPED1	CBX6
M3	MPPED1	FAM134A
M3	MPPED1	LGALS13
M3	MPPED1	OR4D6
M3	MPPED1	GNG2
M3	MPPED1	MAGEB4
M3	MPPED1	RECK
M3	MPPED1	RRN3
M3	MPPED1	RNF150
M3	MPPED1	MEOX1
M3	MPPED1	AKR1C4
M3	MPPED1	EXOC3
M3	MPPED1	ATAD5
M3	MPPED1	FZD2
M3	MPPED1	IL2
